carrier,name,ambulance,application_fee,baby_care,brand_drugs,chiropractic,coinsurance,deductible,emergency_room,generic_drugs,hospitalization,hsa_eligible,labor,lifetime_maximum,mail_order_drugs,mental_health,obgyn_exam,oon_authorization,oon_coinsurance,oon_coverage,oon_deductible,oon_oop_limit,oop_limit,out_of_country,pcp_required,pcp_visit,periodic_exam,plan_type,prenatal_office_visit,separate_rx_deductible,specialist_referrals_required,specialist_visit,specialty_drugs,substance_abuse,surgery,urgent_care,xray
Sharp,Premier Platinum 0 20 10,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,10%,No,10%,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: 10%,"",Lab: $20 Copay; X-ray: $40 Copay; Major: 10%
Sharp,Premier Platinum 0 20 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,$50 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Premier Platinum 0 20 250,"",No,Included,$15 copay,"",N/A,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 5 Day Max.",No,"$250 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $150 Copay
Sharp,Premier Platinum 0 20 500,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$500 Copay Per Day, 1st 3 Days",No,"$500 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$30 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Premier Silver 1500 45 20 A,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: 20% after deductible
Sharp,Premier Silver 1500 45 20 B,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: $250 Copay
Sharp,Premier Silver 1750 40 40,"",No,Included,$35 copay,"",40%,"$1,750","$150 Copay after deductible , waived if admitted",$19 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,750 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: 40% after deductible,"",$40 Copay; Major: $100 Copay
Sharp,Premier Silver HSA 1500 20 20,"",No,Included,80% coinsurance,"",20%,"$1,500","20% after deductible , waived if admitted",80% coinsurance,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,80% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
Sharp,Value Bronze 5000 60 30,"",No,Included,$50 copay,"",30%,"$5,000","$300 Copay after deductible , waived if admitted",$15 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$60 Copay after deductible,Included,HMO,$60 Copay after deductible,Medical deductible applies,Yes,$70 Copay after deductible,30% coinsurance,"",Surgery: 30% after deductible,"",30% after deductible
Sharp,Value Bronze HSA 4500 40 40,"",No,Included,60% coinsurance,"",40%,"$4,500","40% after deductible , waived if admitted",60% coinsurance,40% after deductible,Yes,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,40% after deductible,Included,HMO,40% after deductible,Medical deductible applies,Yes,40% after deductible,60% coinsurance,"",Surgery: 40% after deductible,"",40% after deductible
Sharp,Value Gold 0 30 1000 A,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$60 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $150 Copay
Sharp,Value Gold 0 30 1000 B,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Value Gold 0 30 20,"",No,Included,$50 copay,"",20%,$0,"$250 Copay, waived if admitted",$15 copay,20%,No,20%,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $30 Copay; X-ray: $50 Copay; Major: 20%
Sharp,Value Gold 0 30 600,"",No,Included,$50 copay,"",N/A,$0,"$250 Copay, waived if admitted",$15 copay,"$600 Copay Per Day, 5 Day Max.",No,"$600 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; X-ray: $50 Copay; Major: $250 Copay
Sharp,Value Gold 0 40 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$19 copay,"$1,000 Copay Per Day, Up to the OOP Max.",No,"$1,000 Copay Per Day, Up to the OOP Max.",None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: $750 Copay,"",0%; Major: $150 Copay
Sharp,Value Gold 1000 30 30,"",No,Included,$35 copay,"",30%,"$1,000","$150 Copay after deductible , waived if admitted",$19 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$3,400 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$150 Individual,Yes,$30 Copay,$70 copay,"",Surgery: 30% after deductible,"",0%; Major: $100 Copay
Sharp,Value Platinum 0 10 100,"",No,Included,$20 copay,"",N/A,$0,"$100 Copay, waived if admitted",$10 copay,"$100 Copay Per Day, 1st 3 Days",No,"$100 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$10 Copay,Included,HMO,$10 Copay,None,Yes,$10 Copay,$40 copay,"",Surgery: $100 Copay,"",0%; Major: $100 Copay
Sharp,Value Platinum 0 15 250,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 3 Days",No,"$250 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$15 Copay,Included,HMO,$15 Copay,None,Yes,$15 Copay,$50 copay,"",Surgery: $250 Copay,"",0%; Major: $100 Copay
Sharp,Value Platinum 0 20 10,"",No,Included,$15 copay,"",10%,$0,"$150 Copay, waived if admitted",$5 copay,10%,No,10%,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: 10%,"",Lab: $20 Copay; X-ray: $40 Copay; Major: 10%
Sharp,Value Platinum 0 20 1000,"",No,Included,$35 copay,"",N/A,$0,"$150 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Adm.",No,"$1,000 Copay Per Adm.",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,$50 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Value Platinum 0 20 250,"",No,Included,$15 copay,"",N/A,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 5 Day Max.",No,"$250 Copay Per Day, 5 Day Max.",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; X-ray: $40 Copay; Major: $150 Copay
Sharp,Value Platinum 0 20 500,"",No,Included,$35 copay,"",N/A,$0,"$100 Copay, waived if admitted",$19 copay,"$500 Copay Per Day, 1st 3 Days",No,"$500 Copay Per Day, 1st 3 Days",None,"","",Included,Not Covered,"",No,"","","$2,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$30 Copay,$70 copay,"",Surgery: $500 Copay,"",0%; Major: $100 Copay
Sharp,Value Silver 1500 45 20 A,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: 20% after deductible
Sharp,Value Silver 1500 45 20 B,"",No,Included,$50 copay,"",20%,"$1,500","$250 Copay after deductible , waived if admitted",$15 copay,20% after deductible,No,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$45 Copay,Included,HMO,$45 Copay,$500 Individual,Yes,$65 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $45 Copay; X-ray: $65 Copay; Major: $250 Copay
Sharp,Value Silver 1750 40 40,"",No,Included,$35 copay,"",40%,"$1,750","$150 Copay after deductible , waived if admitted",$19 copay,40% after deductible,No,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,750 includes deductible",Emergency Coverage Only,Yes,$40 Copay,Included,HMO,$40 Copay,$150 Individual,Yes,$40 Copay,$70 copay,"",Surgery: 40% after deductible,"",$40 Copay; Major: $100 Copay
Sharp,Value Silver HSA 1500 20 20,"",No,Included,80% coinsurance,"",20%,"$1,500","20% after deductible , waived if admitted",80% coinsurance,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,80% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Advantage Bronze 3TV,"",No,Included,$50 copay,"",30%,"$4,500","$300 Copay, waived if admitted",$20 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$50 Copay,Included,HMO,$50 Copay,$250 Individual,Yes,$75 Copay,25% coinsurance,"",Surgery: 30% after deductible,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Advantage Gold 6YD,"",No,Included,$35 copay,"",0%,$0,"$300 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Day, 1st 4 Days",No,"$1,000 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$6,350 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,25% coinsurance,"",Surgery: $500 Copay,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Advantage Gold 6YE,"",No,Included,$35 copay,"",0%,"$1,000","$300 Copay, waived if admitted",$15 copay,"$900 Copay Per Day, 1st 4 Days",No,"$900 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$6,350 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,25% coinsurance,"","Surgery: $500 Copay, after deductible","",$25 Copay; Major: $200 Copay
UnitedHealthcare,Advantage Platinum 6YC,"",No,Included,$35 copay,"",0%,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 4 Days",No,"$250 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,25% coinsurance,"",Surgery: $150 Copay,"",$15 Copay; Major: $50 Copay
UnitedHealthcare,Advantage Silver 3TT,"",No,Included,$35 copay,"",25%,"$1,750","$300 Copay, waived if admitted",$15 copay,25% after deductible,No,25% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$250 Individual,Yes,$50 Copay,25% coinsurance,"",Surgery: 25% after deductible,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Alliance Bronze 3T2,"",No,Included,$50 copay,"",30%,"$4,500","$300 Copay, waived if admitted",$20 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$50 Copay,Included,HMO,$50 Copay,$250 Individual,Yes,$75 Copay,25% coinsurance,"",Surgery: 30% after deductible,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Alliance Bronze HSA 3T5,"",No,Included,$50 copay after deductible,"",20%,"$3,500",20% after deductible,$20 copay after deductible,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,25% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Alliance Bronze HSA 77B,"",No,Included,40% After Ded.,"",40%,"$4,500","40% after deductible , waived if admitted",40% After Ded.,40% after deductible,Yes,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,40% after deductible,Included,HMO,40% after deductible,Medical deductible applies,Yes,40% after deductible,40% After Ded.,"",Surgery: 40% after deductible,"",40% after deductible
UnitedHealthcare,Alliance Gold 6YG,"",No,Included,$35 copay,"",0%,$0,"$300 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Day, 1st 4 Days",No,"$1,000 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$6,350 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,25% coinsurance,"",Surgery: $500 Copay,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Alliance Gold 6YH,"",No,Included,$35 copay,"",0%,"$1,000","$300 Copay, waived if admitted",$15 copay,"$900 Copay Per Day, 1st 4 Days",No,"$900 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$6,350 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,25% coinsurance,"","Surgery: $500 Copay, after deductible","",$25 Copay; Major: $200 Copay
UnitedHealthcare,Alliance Gold ABGW,"",No,Included,$50 copay,"",0%,$0,"$250 Copay, waived if admitted",$19 copay,"$600 Copay Per Day, 1st 5 Days",No,"$600 Copay Per Day, 1st 5 Days",None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,20% coinsurance,"",Surgery: $600 Copay,"",Lab: $30 Copay; Xray: $50 Copay; Major: $250 Copay
UnitedHealthcare,Alliance Platinum 6YF,"",No,Included,$35 copay,"",0%,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 4 Days",No,"$250 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,25% coinsurance,"",Surgery: $150 Copay,"",$15 Copay; Major: $50 Copay
UnitedHealthcare,Alliance Platinum ABGV,"",No,Included,$15 copay,"",0%,$0,"$150 Copay, waived if admitted",$5 copay,"$250 Copay Per Day, 1st 5 Days",No,"$250 Copay Per Day, 1st 5 Days",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,10% coinsurance,"",Surgery: $250 Copay,"",Lab: $20 Copay; Xray: $40 Copay; Major: $150 Copay
UnitedHealthcare,Alliance Silver 3TZ,"",No,Included,$35 copay,"",25%,"$1,750","$300 Copay, waived if admitted",$15 copay,25% after deductible,No,25% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$250 Individual,Yes,$50 Copay,25% coinsurance,"",Surgery: 25% after deductible,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Alliance Silver HSA 3T4,"",No,Included,$35 copay after deductible,"",20%,"$2,000",20% after deductible,$15 copay after deductible,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$5,000 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,25% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Alliance Silver HSA ABGX,"",No,Included,20% After Ded.,"",20%,"$1,500","20% after deductible , waived if admitted",20% After Ded.,20% after deductible,Yes,20% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,20% after deductible,Included,HMO,20% after deductible,Medical deductible applies,Yes,20% after deductible,20% After Ded.,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Core Bronze AB48,"",No,Included,$50 copay,"",20%,"$4,500",20% after deductible,$20 copay,"$250 Copay, Then 20% after deductible",No,"$250 Copay, Then 20% after deductible",None,"","",Included,No,50%,Yes,"$9,000","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,20% after deductible,Included,PPO,20% after deductible,$250 Individual,No,20% after deductible,25% coinsurance,"","Surgery: $250 Copay, Then 20% after deductible","",20% after deductible
UnitedHealthcare,Core Bronze HSA AB42,"",No,Included,$50 copay after deductible,"",20%,"$3,500",20% after deductible,$20 copay after deductible,20% after deductible,Yes,20% after deductible,None,"","",Included,No,50%,Yes,"$7,000","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,20% after deductible,Included,PPO,20% after deductible,Medical deductible applies,No,20% after deductible,25% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Core Gold AB44,"",No,Included,$35 copay,"",10%,$250,$100 Copay,$15 copay,"$250 Copay, Then 10% after deductible",No,"$250 Copay, Then 10% after deductible",None,"","",Included,No,50%,Yes,$500,"$8,000","$4,000 includes deductible",Emergency Coverage Only,No,$15 Copay,Included,PPO,$15 Copay,None,No,$30 Copay,25% coinsurance,"","Surgery: $250 Copay, Then 10% after deductible","",10% after deductible
UnitedHealthcare,Core Gold AB45,"",No,Included,$35 copay,"",10%,$500,$100 Copay,$15 copay,"$250 Copay, Then 10% after deductible",No,"$250 Copay, Then 10% after deductible",None,"","",Included,No,50%,Yes,"$1,000","$8,000","$4,000 includes deductible",Emergency Coverage Only,No,$15 Copay,Included,PPO,$15 Copay,None,No,$30 Copay,25% coinsurance,"","Surgery: $250 Copay, Then 10% after deductible","",10% after deductible
UnitedHealthcare,Core Gold AB46,"",No,Included,$35 copay,"",10%,"$1,000",$100 Copay,$15 copay,"$250 Copay, Then 10% after deductible",No,"$250 Copay, Then 10% after deductible",None,"","",Included,No,50%,Yes,"$2,000","$8,000","$4,000 includes deductible",Emergency Coverage Only,No,$15 Copay,Included,PPO,$15 Copay,None,No,$30 Copay,25% coinsurance,"","Surgery: $250 Copay, Then 10% after deductible","",10% after deductible
UnitedHealthcare,Core Platinum AB4Y,"",No,Included,$30 copay,"",10%,$0,$100 Copay,$10 copay,10% after deductible,No,10% after deductible,None,"","",Included,No,50%,Yes,"$1,000","$8,000","$4,000 includes deductible",Emergency Coverage Only,No,$15 Copay,Included,PPO,$15 Copay,None,No,$30 Copay,25% coinsurance,"",Surgery: 10% after deductible,"",10% after deductible
UnitedHealthcare,Core Silver AB47,"",No,Included,$35 copay,"",20%,"$1,800",$200 Copay,$15 copay,"$250 Copay, Then 20% after deductible",No,"$250 Copay, Then 20% after deductible",None,"","",Included,No,50%,Yes,"$4,000","$12,000","$6,000 includes deductible",Emergency Coverage Only,No,$25 Copay,Included,PPO,$25 Copay,$200 Individual,No,$50 Copay,25% coinsurance,"","Surgery: $250 Copay, Then 20% after deductible","",20% after deductible
UnitedHealthcare,Core Silver AB5A,"",No,Included,$50 copay,"",30%,"$1,800",$200 Copay,$25 copay,"$250 Copay, Then 30% after deductible",No,"$250 Copay, Then 30% after deductible",None,"","",Included,No,50%,Yes,"$3,600","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,"$35 Copay, 1st 4 visits, then 30% after deductible",Included,PPO,"$35 Copay, 1st 4 visits, then 30% after deductible",$200 Individual,No,"$60 Copay, 1st 4 Vsts., then 30% after deductible",20% coinsurance,"","Surgery: $250 Copay, Then 30% after deductible","",30% after deductible
UnitedHealthcare,Core Silver HSA AB41,"",No,Included,$35 copay after deductible,"",20%,"$2,000",20% after deductible,$15 copay after deductible,20% after deductible,Yes,20% after deductible,None,"","",Included,No,50%,Yes,"$4,000","$10,000","$5,000 includes deductible",Emergency Coverage Only,No,20% after deductible,Included,PPO,20% after deductible,Medical deductible applies,No,20% after deductible,25% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Focus Bronze ABYM,"",No,Included,$50 copay,"",30%,"$4,500","$300 Copay, waived if admitted",$20 copay,30% after deductible,No,30% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$50 Copay,Included,HMO,$50 Copay,$250 Individual,Yes,$75 Copay,25% coinsurance,"",Surgery: 30% after deductible,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Focus Gold ABYJ,"",No,Included,$35 copay,"",0%,$0,"$300 Copay, waived if admitted",$15 copay,"$1,000 Copay Per Day, 1st 4 Days",No,"$1,000 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$6,350 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,25% coinsurance,"",Surgery: $500 Copay,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Focus Gold ABYK,"",No,Included,$35 copay,"",0%,"$1,000","$300 Copay, waived if admitted",$15 copay,"$900 Copay Per Day, 1st 4 Days",No,"$900 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$6,350 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,None,Yes,$50 Copay,25% coinsurance,"","Surgery: $500 Copay, after deductible","",$25 Copay; Major: $200 Copay
UnitedHealthcare,Focus Platinum ABYI,"",No,Included,$35 copay,"",0%,$0,"$100 Copay, waived if admitted",$15 copay,"$250 Copay Per Day, 1st 4 Days",No,"$250 Copay Per Day, 1st 4 Days",None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,Yes,$20 Copay,Included,HMO,$20 Copay,None,Yes,$40 Copay,25% coinsurance,"",Surgery: $150 Copay,"",$15 Copay; Major: $50 Copay
UnitedHealthcare,Focus Silver ABYL,"",No,Included,$35 copay,"",25%,"$1,750","$300 Copay, waived if admitted",$15 copay,25% after deductible,No,25% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,Yes,$30 Copay,Included,HMO,$30 Copay,$250 Individual,Yes,$50 Copay,25% coinsurance,"",Surgery: 25% after deductible,"",$25 Copay; Major: $200 Copay
UnitedHealthcare,Select Gold 77D,"",No,Included,$50 copay,"",20%,$0,$250 Copay,$15 copay,20%,No,20%,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,No,$30 Copay,Included,EPO,$30 Copay,None,No,$50 Copay,20% coinsurance,"",Surgery: 20%,"",Lab: $30 Copay; Xray: $50 Copay; Major: 20%
UnitedHealthcare,Select HSA Bronze 77F,"",No,Included,40% After Ded.,"",40%,"$4,500",40% after deductible,40% After Ded.,40% after deductible,Yes,40% after deductible,None,"","",Included,Not Covered,"",No,"","","$6,250 includes deductible",Emergency Coverage Only,No,40% after deductible,Included,EPO,40% after deductible,Medical deductible applies,No,40% after deductible,40% After Ded.,"",Surgery: 40% after deductible,"",40% after deductible
UnitedHealthcare,Select Platinum 77C,"",No,Included,$15 copay,"",10%,$0,$150 Copay,$5 copay,10% after deductible,No,10% after deductible,None,"","",Included,Not Covered,"",No,"","","$4,000 includes deductible",Emergency Coverage Only,No,$20 Copay,Included,EPO,$20 Copay,None,No,$40 Copay,10% coinsurance,"",Surgery: 10% after deductible,"",Lab: $20 Copay; Xray: $40 Copay; Major: 10%
UnitedHealthcare,Select Plus Bronze GP5,"",No,Included,$50 copay,"",20%,"$4,500",20% after deductible,$20 copay,"$250 Copay, Then 20% after deductible",No,"$250 Copay, Then 20% after deductible",None,"","",Included,No,50%,Yes,"$9,000","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,20% after deductible,Included,PPO,20% after deductible,$250 Individual,No,20% after deductible,25% coinsurance,"","Surgery: $250 Copay, Then 20% after deductible","",20% after deductible
UnitedHealthcare,Select Plus Bronze HSA GN6,"",No,Included,$50 copay after deductible,"",20%,"$3,500",20% after deductible,$20 copay after deductible,20% after deductible,Yes,20% after deductible,None,"","",Included,No,50%,Yes,"$7,000","$12,500","$6,250 includes deductible",Emergency Coverage Only,No,20% after deductible,Included,PPO,20% after deductible,Medical deductible applies,No,20% after deductible,25% coinsurance,"",Surgery: 20% after deductible,"",20% after deductible
UnitedHealthcare,Select Plus Gold GOV,"",No,Included,$35 copay,"",10%,$250,$100 Copay,$15 copay,"$250 Copay, Then 10% after deductible",No,"$250 Copay, Then 10% after deductible",None,"","",Included,No,50%,Yes,$500,"$8,000","$4,000 includes deductible",Emergency Coverage Only,No,$15 Copay,Included,PPO,$15 Copay,None,No,$30 Copay,25% coinsurance,"","Surgery: $250 Copay, Then 10% after deductible","",10% after deductible
